County of Residence,County of Residence Code,Mother's Single Race 6,Mother's Single Race 6 Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Mother's Nativity,Mother's Nativity Code,Births,Average Number of Prenatal Visits
"Westmoreland County, PA",42129,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,207,11.81
"Westmoreland County, PA",42129,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,153,11.78
"Westmoreland County, PA",42129,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,126,13.1
"Westmoreland County, PA",42129,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,203,12.65
"Westmoreland County, PA",42129,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,86,12.9
"Westmoreland County, PA",42129,White,2106-3,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,11,10.9
"Westmoreland County, PA",42129,White,2106-3,30-34 years,30-34,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,16,9.67
"Westmoreland County, PA",42129,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,117,11.58
"Westmoreland County, PA",42129,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,127,12.94
"Westmoreland County, PA",42129,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,140,12.06
"Westmoreland County, PA",42129,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,299,12.99
"Westmoreland County, PA",42129,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,180,12.84
"Westmoreland County, PA",42129,White,2106-3,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,28,11
"Westmoreland County, PA",42129,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,44,10.79
"Westmoreland County, PA",42129,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,53,11.16
"Westmoreland County, PA",42129,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,65,12.98
"Westmoreland County, PA",42129,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,112,13.85
"Westmoreland County, PA",42129,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,89,13.94
"Westmoreland County, PA",42129,White,2106-3,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,21,12.05
"Westmoreland County, PA",42129,White,2106-3,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,13,12.92
"Westmoreland County, PA",42129,White,2106-3,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,10,16.7
"Westmoreland County, PA",42129,More than one race,M,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,11,10.09
"York County, PA",42133,Asian,A,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,11,10.55
"York County, PA",42133,Asian,A,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,11,13.36
"York County, PA",42133,Black or African American,2054-5,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,17,10.12
"York County, PA",42133,Black or African American,2054-5,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,10,10.7
"York County, PA",42133,Black or African American,2054-5,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,12,9.17
"York County, PA",42133,Black or African American,2054-5,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,64,10.5
"York County, PA",42133,Black or African American,2054-5,20-24 years,20-24,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,11,11.27
"York County, PA",42133,Black or African American,2054-5,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,23,10.48
"York County, PA",42133,Black or African American,2054-5,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,41,10.22
"York County, PA",42133,Black or African American,2054-5,25-29 years,25-29,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,16,11.8
"York County, PA",42133,Black or African American,2054-5,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,32,11.81
"York County, PA",42133,Black or African American,2054-5,25-29 years,25-29,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,12,12.33
"York County, PA",42133,Black or African American,2054-5,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,14,12.14
"York County, PA",42133,Black or African American,2054-5,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,10,11
"York County, PA",42133,Black or African American,2054-5,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,27,11.65
"York County, PA",42133,Black or African American,2054-5,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,24,12.09
"York County, PA",42133,Black or African American,2054-5,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,14,12
"York County, PA",42133,Black or African American,2054-5,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,13,11.5
"York County, PA",42133,Black or African American,2054-5,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,10,11
"York County, PA",42133,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,26,9.96
"York County, PA",42133,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,11,8.8
"York County, PA",42133,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,57,12.26
"York County, PA",42133,White,2106-3,20-24 years,20-24,8th grade or less,1,Born in the U.S. (50 US States),1,17,7.53
"York County, PA",42133,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,76,11.36
"York County, PA",42133,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,19,10.53
"York County, PA",42133,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,284,11.47
"York County, PA",42133,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,48,10.9
"York County, PA",42133,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,129,11.53
"York County, PA",42133,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,17,10.12
"York County, PA",42133,White,2106-3,20-24 years,20-24,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,28,12.39
"York County, PA",42133,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,28,12.61
"York County, PA",42133,White,2106-3,25-29 years,25-29,8th grade or less,1,Born in the U.S. (50 US States),1,27,7.37
"York County, PA",42133,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,44,10.82
"York County, PA",42133,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,345,11.43
"York County, PA",42133,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,34,10.76
"York County, PA",42133,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,249,12.18
"York County, PA",42133,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,26,13.24
"York County, PA",42133,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,153,11.84
"York County, PA",42133,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,300,11.94
"York County, PA",42133,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,24,10.91
"York County, PA",42133,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,109,11.8
"York County, PA",42133,White,2106-3,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,12,12.08
"York County, PA",42133,White,2106-3,30-34 years,30-34,8th grade or less,1,Born in the U.S. (50 US States),1,23,6.32
"York County, PA",42133,White,2106-3,30-34 years,30-34,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,19,9.26
"York County, PA",42133,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,198,12.03
"York County, PA",42133,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,14,10.57
"York County, PA",42133,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,181,11.74
"York County, PA",42133,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,19,12.71
"York County, PA",42133,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,124,11.78
"York County, PA",42133,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,366,12.33
"York County, PA",42133,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,22,11.5
"York County, PA",42133,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,229,12.21
"York County, PA",42133,White,2106-3,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,33,13.31
"York County, PA",42133,White,2106-3,35-39 years,35-39,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,12,10.75
"York County, PA",42133,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,81,11.45
"York County, PA",42133,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,11,13.64
"York County, PA",42133,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,82,11.86
"York County, PA",42133,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,70,11.1
"York County, PA",42133,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,124,12.15
"York County, PA",42133,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,96,12.11
"York County, PA",42133,White,2106-3,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,20,12.15
"York County, PA",42133,White,2106-3,40-44 years,40-44,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,16,9.94
"York County, PA",42133,White,2106-3,40-44 years,40-44,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,19,8.59
"York County, PA",42133,White,2106-3,40-44 years,40-44,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,14,12.14
"York County, PA",42133,White,2106-3,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,25,12.04
"York County, PA",42133,White,2106-3,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,20,10.95
"York County, PA",42133,More than one race,M,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,32,10.53
"York County, PA",42133,More than one race,M,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,15,11.87
"York County, PA",42133,More than one race,M,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,17,12.47
"York County, PA",42133,More than one race,M,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,12,12.75
"York County, PA",42133,More than one race,M,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,16,13.4
"York County, PA",42133,More than one race,M,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,11,11.36
"Unidentified Counties, PA",42999,Asian,A,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,13,10.08
"Unidentified Counties, PA",42999,Black or African American,2054-5,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,11,10.27
"Unidentified Counties, PA",42999,Black or African American,2054-5,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,42,9.95
"Unidentified Counties, PA",42999,Black or African American,2054-5,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,34,9.82
"Unidentified Counties, PA",42999,Black or African American,2054-5,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,25,11.33
"Unidentified Counties, PA",42999,Black or African American,2054-5,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,19,9.79
"Unidentified Counties, PA",42999,Black or African American,2054-5,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,16,9.88
"Unidentified Counties, PA",42999,Black or African American,2054-5,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,11,12.91
"Unidentified Counties, PA",42999,White,2106-3,15-19 years,15-19,8th grade or less,1,Born in the U.S. (50 US States),1,33,5.77
"Unidentified Counties, PA",42999,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,223,10.82
"Unidentified Counties, PA",42999,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,267,11.35
"Unidentified Counties, PA",42999,White,2106-3,15-19 years,15-19,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,27,12.19
"Unidentified Counties, PA",42999,White,2106-3,20-24 years,20-24,8th grade or less,1,Born in the U.S. (50 US States),1,407,5.28
"Unidentified Counties, PA",42999,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,414,9.41
"Unidentified Counties, PA",42999,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,1560,11.43
"Unidentified Counties, PA",42999,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,16,10.47
